"authorMeta/avatar","authorMeta/digg","authorMeta/fans","authorMeta/following","authorMeta/heart","authorMeta/id","authorMeta/name","authorMeta/nickName","authorMeta/signature","authorMeta/verified","authorMeta/video","commentCount","createTime","diggCount","downloaded","effectStickers/0/ID","effectStickers/0/name","hashtags/0/cover","hashtags/0/id","hashtags/0/name","hashtags/0/title","hashtags/1/cover","hashtags/1/id","hashtags/1/name","hashtags/1/title","hashtags/2/cover","hashtags/2/id","hashtags/2/name","hashtags/2/title","hashtags/3/cover","hashtags/3/id","hashtags/3/name","hashtags/3/title","hashtags/4/cover","hashtags/4/id","hashtags/4/name","hashtags/4/title","hashtags/5/cover","hashtags/5/id","hashtags/5/name","hashtags/5/title","hashtags/6/cover","hashtags/6/id","hashtags/6/name","hashtags/6/title","hashtags/7/cover","hashtags/7/id","hashtags/7/name","hashtags/7/title","hashtags/8/cover","hashtags/8/id","hashtags/8/name","hashtags/8/title","hashtags/9/cover","hashtags/9/id","hashtags/9/name","hashtags/9/title","hashtags/10/cover","hashtags/10/id","hashtags/10/name","hashtags/10/title","hashtags/11/cover","hashtags/11/id","hashtags/11/name","hashtags/11/title","hashtags/12/cover","hashtags/12/id","hashtags/12/name","hashtags/12/title","hashtags/13/cover","hashtags/13/id","hashtags/13/name","hashtags/13/title","hashtags/14/cover","hashtags/14/id","hashtags/14/name","hashtags/14/title","hashtags/15/cover","hashtags/15/id","hashtags/15/name","hashtags/15/title","hashtags/16/cover","hashtags/16/id","hashtags/16/name","hashtags/16/title","hashtags/17/cover","hashtags/17/id","hashtags/17/name","hashtags/17/title","hashtags/18/cover","hashtags/18/id","hashtags/18/name","hashtags/18/title","hashtags/19/cover","hashtags/19/id","hashtags/19/name","hashtags/19/title","hashtags/20/cover","hashtags/20/id","hashtags/20/name","hashtags/20/title","hashtags/21/cover","hashtags/21/id","hashtags/21/name","hashtags/21/title","hashtags/22/cover","hashtags/22/id","hashtags/22/name","hashtags/22/title","hashtags/23/cover","hashtags/23/id","hashtags/23/name","hashtags/23/title","hashtags/24/cover","hashtags/24/id","hashtags/24/name","hashtags/24/title","hashtags/25/cover","hashtags/25/id","hashtags/25/name","hashtags/25/title","hashtags/26/cover","hashtags/26/id","hashtags/26/name","hashtags/26/title","hashtags/27/cover","hashtags/27/id","hashtags/27/name","hashtags/27/title","hashtags/28/cover","hashtags/28/id","hashtags/28/name","hashtags/28/title","hashtags/29/cover","hashtags/29/id","hashtags/29/name","hashtags/29/title","hashtags/30/cover","hashtags/30/id","hashtags/30/name","hashtags/30/title","hashtags/31/cover","hashtags/31/id","hashtags/31/name","hashtags/31/title","hashtags/32/cover","hashtags/32/id","hashtags/32/name","hashtags/32/title","hashtags/33/cover","hashtags/33/id","hashtags/33/name","hashtags/33/title","hashtags/34/cover","hashtags/34/id","hashtags/34/name","hashtags/34/title","hashtags/35/cover","hashtags/35/id","hashtags/35/name","hashtags/35/title","hashtags/36/cover","hashtags/36/id","hashtags/36/name","hashtags/36/title","hashtags/37/cover","hashtags/37/id","hashtags/37/name","hashtags/37/title","hashtags/38/cover","hashtags/38/id","hashtags/38/name","hashtags/38/title","hashtags/39/cover","hashtags/39/id","hashtags/39/name","hashtags/39/title","hashtags/40/cover","hashtags/40/id","hashtags/40/name","hashtags/40/title","hashtags/41/cover","hashtags/41/id","hashtags/41/name","hashtags/41/title","hashtags/42/cover","hashtags/42/id","hashtags/42/name","hashtags/42/title","hashtags/43/cover","hashtags/43/id","hashtags/43/name","hashtags/43/title","hashtags/44/cover","hashtags/44/id","hashtags/44/name","hashtags/44/title","hashtags/45/cover","hashtags/45/id","hashtags/45/name","hashtags/45/title","id","mediaUrls/0","mentions/0","musicMeta/musicAlbum","musicMeta/musicAuthor","musicMeta/musicName","musicMeta/musicOriginal","musicMeta/playUrl","playCount","searchHashtag/name","searchHashtag/views","shareCount","text","videoMeta/duration","videoMeta/height","videoMeta/width","webVideoUrl"
"https://p16-sign-sg.tiktokcdn.com/aweme/720x720/tos-alisg-avt-0068/9bbc0da0117fbbab13ae95e5f168546c.jpeg?x-expires=1648764000&x-signature=zuHEo02kZ%2FlHGEFw5BCeK9elX1M%3D","28200","2700000","124","65600000","6712501085695214598","stasyasingerr","stasyasingerr","Люблю вас❤️
👇🏽Реклама/Pr👇🏽","false","1040","119000","1637767391","12000000","false",,,"","9690","bear","","","229207","fyp","","","14927","russia","Для большего шанса попасть в #Отобранное и найти мьюзеров из Вашей страны, ставьте под своими видео #Russia, не забывайте!!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7034157377821773058","https://v16-webapp.tiktok.com/79d94505df658de49baa54a7a3fbc439/624527d7/video/tos/alisg/tos-alisg-pve-0037c001/88a296514f424a42b29d15150dc58d25/?a=1988&br=4652&bt=2326&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3E7nz7ThaeFzDXq&l=20220330220224010223079157178B4A82&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M2d2ZjY6ZnA4OTMzODczNEApZGc2Zjk2ZGU6N2dmOzU6OmdhamZhcjRnZWNgLS1kMS1zc2E1MjZeNC0xMDY1MTVhMGI6Yw%3D%3D&vl=&vr=",,"","carlos ♚","K Flays High Enough ozuedits","true","https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7021982844667185926.mp3","49900000","russia","58.1B","182300","Мне кажется, можно закрывать тренд #bear #fyp #russia","8","1024","576","https://www.tiktok.com/@stasyasingerr/video/7034157377821773058"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5b4a4660bffdaec028949eae2b8e032f~c5_720x720.jpeg?x-expires=1648764000&x-signature=pMYIW%2FaFhduGaK%2Boi%2B9yUCSPW2U%3D","11200","91700","163","8400000","7004171213342262278","polakniko","🇵🇱 Niko 🇵🇱","Thanks for 
90k! 
🇵🇱❤️🇺🇦
Idk what to post anymore 🙃","false","178","203500","1644945568","8000000","false",,,"","229207","fyp","","","14927","russia","Для большего шанса попасть в #Отобранное и найти мьюзеров из Вашей страны, ставьте под своими видео #Russia, не забывайте!!","","451042","ukraine","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7064987416897146117","https://v16-webapp.tiktok.com/d48de9e4b4b470d6d1c90f5f4a1d02aa/624527f9/video/tos/useast2a/tos-useast2a-ve-0068c002/646e8874701a4cac91f480572608c402/?a=1988&br=2316&bt=1158&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3E7nz7ThaeFzDXq&l=20220330220224010223079157178B4A82&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M3hlOjU6ZmR4OzMzNzczM0ApODVnZmhkM2RnNzQ2Nzw4NmctZDRqcjQwLTJgLS1kMTZzc2E1NV8wNWMvMzZhMTVjLTU6Yw%3D%3D&vl=&vr=",,"","🇵🇱 Niko 🇵🇱","All Alone","true","https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7064987402146056965.mp3","52400000","russia","58.1B","146800","#fyp #russia #ukraine","41","1032","576","https://www.tiktok.com/@polakniko/video/7064987416897146117"
"https://p16-sign-sg.tiktokcdn.com/aweme/720x720/tos-alisg-avt-0068/9bbc0da0117fbbab13ae95e5f168546c.jpeg?x-expires=1648764000&x-signature=zuHEo02kZ%2FlHGEFw5BCeK9elX1M%3D","28200","2700000","124","65600000","6712501085695214598","stasyasingerr","stasyasingerr","Люблю вас❤️
👇🏽Реклама/Pr👇🏽","false","1040","53000","1637854825","7800000","false",,,"","9690","bear","","","14927","russia","Для большего шанса попасть в #Отобранное и найти мьюзеров из Вашей страны, ставьте под своими видео #Russia, не забывайте!!","","229207","fyp","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7034532905741339905","https://v16-webapp.tiktok.com/52dc251c7391b5769cbde831cbf09b89/624527d9/video/tos/alisg/tos-alisg-pve-0037c001/c6de66e1c7c143c98e34644e9b4dd97a/?a=1988&br=4610&bt=2305&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3E7nz7ThaeFzDXq&l=20220330220224010223079157178B4A82&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=amQ3cTY6ZnJ0OTMzODczNEApZDVmNWYzM2Q0N2UzODZpZmdoMGZfcjRncGNgLS1kMS1zcy8uLWJhLWMvMTYuMl81YDY6Yw%3D%3D&vl=&vr=",,"","1sis","rowdy rebel x 1sis","true","https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7017497245922904838.mp3","41800000","russia","58.1B","52000","Можно еще один тренд закрыть? 😅 #bear #russia #fyp","9","1024","576","https://www.tiktok.com/@stasyasingerr/video/7034532905741339905"
"https://p16-sign-sg.tiktokcdn.com/aweme/720x720/tos-alisg-avt-0068/92c150305c227ec912e2d6b15746bd0b.jpeg?x-expires=1648764000&x-signature=FgXpB0%2FDJlQucSEj8pg7NSV6CSs%3D","662","1300000","557","10200000","6804747834517947397","miss.marhaba","miss.marhaba","👇👇👇","false","28","208900","1641994703","7600000","false",,,"","1647362418615302","marxaba","","","14927","russia","Для большего шанса попасть в #Отобранное и найти мьюзеров из Вашей страны, ставьте под своими видео #Russia, не забывайте!!","","269340","russiangirl","","","9351","fake","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7052313547895835906","https://v16-webapp.tiktok.com/563d9449b7aa81cf6a5d690c8851b3a8/624527de/video/tos/alisg/tos-alisg-pve-0037c001/147ebca389194c9c90e85bb169d0af05/?a=1988&br=2156&bt=1078&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3E7nz7ThaeFzDXq&l=20220330220224010223079157178B4A82&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M3NodTo6ZmxnOjMzODczNEApZDtoPGU8NmU6Nzc4ZDU6OmdgazAwcjRvZmNgLS1kMS1zczY0YV9hXzYwYDRgMzMxMy46Yw%3D%3D&vl=&vr=",,"","miss.marhaba","оригинальный звук","true","https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7052313547967236865.mp3","174300000","russia","58.1B","343100","Herring with milk. Russian girl. Marxaba. Fake situation ⚠️ Fake body ⚠️ 18+ #marxaba #russia #russiangirl #fake","14","1024","576","https://www.tiktok.com/@miss.marhaba/video/7052313547895835906"
"https://p16-sign-sg.tiktokcdn.com/aweme/720x720/tos-alisg-avt-0068/25ac57f60324896ab2c77b09e4dd5c4c.jpeg?x-expires=1648764000&x-signature=SmZ1jmKwMZV%2BIFGLIbuamQsLs98%3D","72800","2400000","112","37200000","6802622695622034437","eliefeghaly7","Elie Feghaly","Elie Feghaly
📍Dubai ❤️
🏠Real Estate
   Follow me on IG 👆🏻","true","935","125600","1625571995","7500000","false",,,"","1669656542220293","eliefeghaly7","","","10648","dubai","","","2170","realestate","","","6417","live","","https://p16-amd-va.tiktokcdn.com/obj/musically-maliva-obj/869537d80734587be98500fe3d2442b7.jpeg","4231","love","Spread the #Love this Valentine's Day ❤️.","","229207","fyp","","","42164","foryou","","","152225","saudi","","","14927","russia","Для большего шанса попасть в #Отобранное и найти мьюзеров из Вашей страны, ставьте под своими видео #Russia, не забывайте!!","","10515","world","","","9843","usa","","","136797","ksa","","","42801","uk","","","14848","canada","","","85162","australia","From places to people, show us what makes up #Australia.","","84797","egypt","","","20884","viral","","","144012","lebanon","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6981778541012634882","https://v16-webapp.tiktok.com/18ae247649415b4b99de552c2cc64e4b/624527e2/video/tos/alisg/tos-alisg-pve-0037c001/87a23372c35f4c8eb169c7b94d62bf57/?a=1988&br=1614&bt=807&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3E7nz7ThaeFzDXq&l=20220330220224010223079157178B4A82&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=MztkZWU6ZjY3NjMzODczNEApMzQ2Z2Y5ZmQ7NzdkZjRkOmdtc25ycjRvMmZgLS1kMS1zcy8uYy1gM181NC1jXzAtXmE6Yw%3D%3D&vl=&vr=","@emaardubai","","absolutesnacc","originalljud","true","https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6948086556637022982.mp3","61900000","russia","58.1B","174300","@emaardubai #eliefeghaly7 #dubai #realestate #live #love #fyp #foryou #saudi #russia #world #usa #ksa #uk #canada #australia #egypt #viral #lebanon","18","960","540","https://www.tiktok.com/@eliefeghaly7/video/6981778541012634882"
"https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/f43350891cc44d8a561a9db46f475600~c5_720x720.jpeg?x-expires=1648764000&x-signature=%2Ba4EsxzmEarNL5lu2q%2BDqUuVP%2BA%3D","5219","107700","69","14300000","6775741132745720834","cheddygrace","Cheddy Grace","Analyst/Part-Time Blogger
whatever it is
Batang 90s","false","755","23200","1645763906","7500000","false",,,"","229207","fyp","","","68530924","globalnews","","","451042","ukraine","","","14927","russia","Для большего шанса попасть в #Отобранное и найти мьюзеров из Вашей страны, ставьте под своими видео #Russia, не забывайте!!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7068502149226925339","https://v16-webapp.tiktok.com/4c34e05056da390e5e7483e0c03f7fa0/624527e1/video/tos/useast2a/tos-useast2a-pve-0037-aiso/4e3aaf311a6f487ca1719fe033643803/?a=1988&br=1104&bt=552&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3E7nz7ThaeFzDXq&l=20220330220224010223079157178B4A82&lr=tiktok&mime_type=video_mp4&net=0&pl=0&qs=0&rc=ang1Ozg6ZmY4OzMzZjgzM0ApNDc5aWY6aGQ2N2ZnOTdkPGdqbGJvcjRvbGBgLS1kL2NzczBeMDQ1NV9jNTBiNGI1YDE6Yw%3D%3D&vl=&vr=",,"Only Love Can Hurt Like This (Slowed Down Version)","Paloma Faith","Only Love Can Hurt Like This (Slowed Down Version)","false","https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/9ddfb4c3721e46c68914ff0806c95890","31300000","russia","58.1B","176400","Emotional moment as Ukraine soldiers left wives for war 💔☹️ #fyp #globalnews  #ukraine #russia","17","1024","576","https://www.tiktok.com/@cheddygrace/video/7068502149226925339"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/aca26737d18ffa605333e55a70ae7d51~c5_720x720.jpeg?x-expires=1648764000&x-signature=1DhWJg4E3V4hqs8lsk57s4S9tag%3D","1224","1100000","189","56400000","6883093738927719429","adilrevi","Adil","да?","false","147","84400","1620090246","6200000","false",,,"","14927","russia","Для большего шанса попасть в #Отобранное и найти мьюзеров из Вашей страны, ставьте под своими видео #Russia, не забывайте!!","","111199","russian","","","69392","slavic","","","1611314099032065","russiantiktok","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6958234607913372933","https://v16-webapp.tiktok.com/c441235050b42285dee8651215cb67ec/624527e6/video/tos/useast2a/tos-useast2a-pve-0068/f03a1f949a87464cbbe36950b5b36011/?a=1988&br=2300&bt=1150&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3E7nz7ThaeFzDXq&l=20220330220224010223079157178B4A82&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=amd1a3B4NHU8NTMzNzczM0ApOjY3OzU0N2RlN2ZlOTgzOmdfXjEwNjNrbjVgLS1kMTZzc180LjBhYTReYGAyXl4yXmM6Yw%3D%3D&vl=&vr=","@rubikskubik","","Gleek","kids","true","https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6885423817473231621.mp3","23000000","russia","58.1B","123500","Reply to @rubikskubik pidoras #russia #russian #slavic #russiantiktok","22","1024","576","https://www.tiktok.com/@adilrevi/video/6958234607913372933"
"https://p58-sign-sg.tiktokcdn.com/aweme/720x720/tos-alisg-avt-0068/85ff2a4b3e4795344f2671451c35a931.jpeg?x-expires=1648764000&x-signature=jezzBjHEwXA4tpmCM4Is8Au84SE%3D","19800","4200000","428","62800000","6753937327875212294","serzhmorzh_","serzhmorzh","Welcome to Russia 🇷🇺
Youtube 1,5 mln.","false","847","126900","1607000280","6200000","false",,,"","1654235744976902","сержморж","","","14927","russia","Для большего шанса попасть в #Отобранное и найти мьюзеров из Вашей страны, ставьте под своими видео #Russia, не забывайте!!","","111199","russian","","","1658825585253382","serzhmorzh","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6902013639042010369","https://v16-webapp.tiktok.com/1e9064b690553da4b4e343a34b6da5bd/624527dc/video/tos/alisg/tos-alisg-pve-0037c001/14d7c4159e144da3b398271b194e7cda/?a=1988&br=3742&bt=1871&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3E7nz7ThaeFzDXq&l=20220330220224010223079157178B4A82&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M3lmOzg8NW5oeTMzaDczM0ApaWQ7OWkzPGQ1N2dkaGg8aGdrMWNlXzVsLjFfLS0vMTRzc19eNWBhLmIuMi4xYjY1XzY6Yw%3D%3D&vl=&vr=",,"","serzhmorzh","оригинальный звук","true","https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6902013626555599617.mp3","71700000","russia","58.1B","285000","Welcome to Russia! #сержморж #russia #russian #serzhmorzh","12","1024","576","https://www.tiktok.com/@serzhmorzh_/video/6902013639042010369"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/79a11a78c1a5fb7b4e3d663f5861a35f~c5_720x720.jpeg?x-expires=1648764000&x-signature=jxsiDO963j%2F7wgyx78M5pGwyV30%3D","275","2500000","47","96900000","6760368158794155013","dylanpage.ning","Dylan Page","LONG FORM ON YOUTUBE👆
Grew up🇿🇦From🇬🇧Live🇦🇺
Owen@smallscreenmarketing.com","false","671","83200","1645778170","6200000","false",,,"","229207","fyp","","","14927","russia","Для большего шанса попасть в #Отобранное и найти мьюзеров из Вашей страны, ставьте под своими видео #Russia, не забывайте!!","","451042","ukraine","","","139261","nato","","","868067","putin","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7068563399923322117","https://v16-webapp.tiktok.com/0093c93dc2c9a37b0ccb9e23eba17dbd/62452822/video/tos/useast2a/tos-useast2a-ve-0068c001/91909baedb2249feb1663cb64f26f3d0/?a=1988&br=1590&bt=795&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3E7nz7ThaeFzDXq&l=20220330220224010223079157178B4A82&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=amRzazY6Zmc8OzMzNzczM0ApZDU6aDZmaTs2N2hnMzY8aGdzcTUycjRfM2BgLS1kMTZzczBjMi0yNmJiM2MvLTJgNGE6Yw%3D%3D&vl=&vr=",,"","Dylan Page","original sound","true","https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7068563394663877381.mp3","44000000","russia","58.1B","208900","Russia & Ukraine Part 1- Ongoing Series #fyp #russia #ukraine #nato #putin","82","1024","576","https://www.tiktok.com/@dylanpage.ning/video/7068563399923322117"
"https://p16-sign-sg.tiktokcdn.com/aweme/720x720/tos-alisg-avt-0068/7ad8024847ca82f949885d0d308716bb.jpeg?x-expires=1648764000&x-signature=YFzuNbux04dOcBQr3mAUu166me8%3D","2858","1400000","47","19900000","6645259936459177990","dr.rami_awwad","Dr. Rami Awwad 🇷🇺🇵🇸🇺🇦","👨‍⚕️Veterinary Doctor💉
🐕🐈
⬆️للأسئلة صفحتي على انستجرام
ask me on Instagram⬆️","false","685","2268","1610208815","5900000","false",,,"","15365","vet","","","15551","doctor","","","44895","trend","","","361084","for_you","","","229207","fyp","","","423346","ramallah","","","14927","russia","Для большего шанса попасть в #Отобранное и найти мьюзеров из Вашей страны, ставьте под своими видео #Russia, не забывайте!!","","385045","palestine","","","33019","explore","Show us how you #Explore the world","","42164","foryou","","","41104849","اكسبلور","","","48471","follow_me","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6915794190068681986","https://v16-webapp.tiktok.com/b57233a50e251f11f9bce9388cd649cf/624527dc/video/tos/alisg/tos-alisg-pve-0037c001/afc734c47cd64de7baaf10ec39ef1317/?a=1988&br=2072&bt=1036&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3E7nz7ThaeFzDXq&l=20220330220224010223079157178B4A82&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=amo4N3I1ZzV3eTMzNzczM0ApOjdmOGdoO2VmNzw0OGZlZmcta2Rzb2toYHBfLS0wMTRzc2JeNF9jMTUuXjA1NjAtMzY6Yw%3D%3D&vl=&vr=","@ramiawwad7","","Dr. Rami Awwad 🇷🇺🇵🇸🇺🇦","original sound","true","https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6915794147282619138.mp3","102800000","russia","58.1B","530000","#vet #doctor #trend #for_you #fyp #ramallah #russia #palestine #explore #foryou #اكسبلور #follow_me @ramiawwad7","13","960","540","https://www.tiktok.com/@dr.rami_awwad/video/6915794190068681986"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/4518b6e9672e8be1dd502e4f37c431bf~c5_720x720.jpeg?x-expires=1648764000&x-signature=yqqdi9NDwev68UmxIdFp%2FZd0sbs%3D","230","132000","29","5500000","6861826177763853317","soofiaxo","Sofia Doroshenko","✨✨
just for fun","false","27","0","1599674187","5500000","false",,,"","14927","russia","Для большего шанса попасть в #Отобранное и найти мьюзеров из Вашей страны, ставьте под своими видео #Russia, не забывайте!!","","868067","putin","","","141707","moscow","","","9841","america","","","8931","pet","","","42164","foryou","","","1598498371111942","foryourpage","","","229207","fyp","","","5424","funny","Oh, we have to laugh...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6870548292543991042","https://v16-webapp.tiktok.com/7da02902b78011a2625215fd19cffda8/624527da/video/tos/alisg/tos-alisg-pve-0037/c9f8b1eec59a4a1988395ca40afc9272/?a=1988&br=1132&bt=566&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3E7nz7ThaeFzDXq&l=20220330220224010223079157178B4A82&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=Mzx4dDVleGprdzMzZzczM0ApNDYzNmg7Zjw1N2g4Omk8OGc0X29vLW1kYmBfLS0zMTRzcy5eMTUwLzY1YF81YDMuXzQ6Yw%3D%3D&vl=&vr=",,"","❦","Originalton","true","https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1635971479200805.mp3","37600000","russia","58.1B","272800","#russia #putin #moscow #america #pet #foryou #foryourpage #fyp #funny","9","1024","576","https://www.tiktok.com/@soofiaxo/video/6870548292543991042"
